INSTNM,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10
Red Rocks Community College,46288.0,4600,23711.0,70750.0,72700
Regis University,72105.0,15100,44693.0,108313.0,99900
Rocky Mountain College of Art and Design,42958.0,5400,22213.0,64437.0,66600
Montessori Education Center of the Rockies,44643.0,PS,34067.0,57474.0,PS
Colorado State University Pueblo,55563.0,10000,34654.0,84507.0,71000
Pickens Technical College,39210.0,PS,19249.0,60188.0,PS
Intellitec College-Colorado Springs,42169.0,6100,19758.0,60969.0,64700
Intellitec College-Grand Junction,31541.0,3200,15810.0,45152.0,56200
Trinidad State College,36475.0,4000,16738.0,58823.0,60600
Empire Beauty School-Thornton,24397.0,5300,11012.0,39125.0,46100
Western Colorado University,46833.0,10200,32806.0,66361.0,69600
Albertus Magnus College,60144.0,12600,34829.0,90104.0,100600
University of Bridgeport,50323.0,7800,27040.0,69614.0,78600
Central Connecticut State University,58562.0,13500,38465.0,89439.0,78800
Charter Oak State College,64209.0,9000,36661.0,90195.0,83300
Cortiva Institute,34866.0,5000,12379.0,50785.0,71600
Connecticut College,75001.0,13800,46471.0,120051.0,100300
Porter & Chester Institute of Hamden,42914.0,8500,25429.0,62215.0,78300
University of Connecticut,73997.0,19000,50150.0,109163.0,101800
Goodwin University,43596.0,3800,24711.0,65487.0,51400
Lincoln Technical Institute-East Windsor,38683.0,9900,19113.0,59147.0,72200
Eastern Connecticut State University,56469.0,13600,37092.0,82962.0,74300
Fairfield University,88794.0,28300,56485.0,120240.0,125500
Connecticut State Community College,41344.0,8300,22093.0,63375.0,70600
Rensselaer at Hartford,102051.0,37000,71488.0,137023.0,132000
American Institute-West Hartford,28710.0,3700,13201.0,46812.0,51700
University of Hartford,60823.0,11600,36342.0,85013.0,85200
Mitchell College,39115.0,5200,17742.0,57365.0,62300
Lincoln Technical Institute-New Britain,38683.0,9900,19113.0,59147.0,72200
New England Tractor Trailer Training School of Connecticut,44444.0,6700,22154.0,71036.0,66900
University of New Haven,60126.0,13800,42019.0,84847.0,89500
Porter & Chester Institute,41588.0,7400,21062.0,61919.0,68500
Post University,38696.0,7300,18524.0,65105.0,78800
Quinnipiac University,83759.0,21100,57610.0,112458.0,102400
Sacred Heart University,75059.0,17100,52706.0,106588.0,96600
University of Saint Joseph,59908.0,12200,43084.0,88688.0,80800
Southern Connecticut State University,55043.0,11900,38356.0,78130.0,77300
Trinity College,90779.0,18200,64313.0,139476.0,126800
Wesleyan University,73897.0,11400,46198.0,125026.0,105200
Western Connecticut State University,59115.0,11100,31567.0,86883.0,82600
Yale University,100533.0,15400,66022.0,193688.0,184800
Dawn Career Institute LLC,30429.0,2400,12526.0,43874.0,44100
Delaware Technical Community College-Terry,41448.0,6700,23434.0,61211.0,64100
Delaware State University,49307.0,6600,29089.0,69606.0,64300
University of Delaware,72950.0,19100,50480.0,101260.0,97600
Goldey-Beacom College,59892.0,13400,39905.0,86020.0,83300
Schilling-Douglas School of Hair Design,27420.0,PS,13630.0,38708.0,PS
Wilmington University,53844.0,11700,34180.0,78738.0,78200
American University,77370.0,15000,51260.0,112884.0,110700
The Catholic University of America,73250.0,14000,47330.0,101075.0,97200
University of the District of Columbia,44236.0,8000,21221.0,68748.0,73400
Gallaudet University,43101.0,4600,26348.0,59872.0,60300
George Washington University,90873.0,19300,62102.0,130294.0,137200
Georgetown University,103494.0,28500,66808.0,167685.0,221900
Howard University,63066.0,8800,34222.0,92903.0,92800
Strayer University-District of Columbia,40092.0,11500,20698.0,62129.0,106500
Trinity Washington University,53804.0,11400,30684.0,77621.0,92200
Atlantic Technical College,38560.0,6900,19752.0,59620.0,65200
Baptist University of Florida,42836.0,6700,28100.0,59022.0,69200
Barry University,55966.0,13800,34258.0,83130.0,93200
Bethune-Cookman University,38518.0,6800,20686.0,54236.0,58500
Lynn University,49006.0,6300,27097.0,73029.0,84400
North Florida Technical College,31683.0,PS,13273.0,45789.0,PS
Eastern Florida State College,37195.0,6100,20193.0,56671.0,62600
Broward College,41939.0,8000,21991.0,63877.0,70000
Albizu University-Miami,41544.0,5500,20474.0,60492.0,53500
College of Central Florida,38203.0,7100,21603.0,56432.0,61000
Johnson University Florida,40596.0,6600,24899.0,55177.0,58800
University of Central Florida,58308.0,13000,38654.0,85651.0,86600
Charlotte Technical College,36349.0,1700,20088.0,50964.0,41900
Chipola College,37378.0,6800,21069.0,54848.0,55200
Lorenzo Walker Technical College,36853.0,PS,18389.0,56495.0,PS
Daytona State College,37096.0,4600,19272.0,56849.0,59300
South University-West Palm Beach,34421.0,7100,17463.0,53014.0,67200
Eckerd College,51819.0,8200,32964.0,76174.0,82700
Florida SouthWestern State College,43421.0,6900,26268.0,63096.0,64100
Edward Waters University,34782.0,5500,20670.0,47585.0,55100
Embry-Riddle Aeronautical University-Daytona Beach,84131.0,22400,55392.0,112155.0,115500
Florida Agricultural and Mechanical University,44349.0,9800,27036.0,65195.0,88900
Florida Atlantic University,56746.0,11000,37067.0,81414.0,84800
Florida State College at Jacksonville,42244.0,7400,23927.0,62565.0,65100
Flagler College,49483.0,9800,33439.0,68796.0,69300
Florida College,43445.0,6700,26838.0,68082.0,72800
Concorde Career Institute-Jacksonville,34098.0,4200,18167.0,50485.0,41000
Concorde Career Institute-Miramar,35442.0,4900,18079.0,53471.0,40400
Concorde Career Institute-Tampa,36288.0,6400,19305.0,50586.0,44000
AdventHealth University,72282.0,13500,46439.0,99089.0,83900
Florida Institute of Technology,43137.0,20400,21924.0,71519.0,92300
Florida International University,60249.0,12500,37426.0,87897.0,88000
The College of the Florida Keys,42508.0,3300,22938.0,66494.0,63100
Florida Memorial University,36624.0,5500,19267.0,54357.0,54300
Florida Career College-Miami,28928.0,8400,14577.0,44000.0,68600
Florida Southern College,55294.0,9400,37450.0,81883.0,69400
Florida State University,61675.0,14900,40653.0,90690.0,87300
University of Florida,71588.0,15900,47083.0,106122.0,109000
Fort Pierce Beauty Academy,23091.0,2100,11627.0,36609.0,33700
Full Sail University,38219.0,7300,18089.0,62244.0,78000
George Stone Technical College,35234.0,2600,16108.0,53584.0,46900
George T Baker Aviation Technical College,52312.0,8700,27081.0,82531.0,79800
Gulf Coast State College,38359.0,4900,20608.0,56280.0,59100
Key College,42267.0,PS,20573.0,59419.0,PS
Hillsborough Community College,40782.0,7300,22231.0,60796.0,66700
Cortiva Institute,29204.0,5100,12003.0,42851.0,55800
Indian River State College,38315.0,7100,21540.0,56244.0,61400
International Academy,19824.0,4300,9796.0,34933.0,42400
Jacksonville University,68010.0,13800,40141.0,99286.0,91700
Keiser University-Ft Lauderdale,39696.0,4900,21628.0,60050.0,62400
La Belle Beauty School,16879.0,4200,10274.0,27241.0,30600
Florida Gateway College,37894.0,6000,21851.0,55093.0,64700
Lake Technical College,32793.0,7300,16824.0,55571.0,59800
Lake-Sumter State College,39876.0,6400,23045.0,57179.0,63000
Fort Myers Technical College,40082.0,4600,18961.0,60165.0,60500
Lively Technical College,30413.0,3700,15384.0,44728.0,44800
Lindsey Hopkins Technical College,34107.0,3900,16436.0,52291.0,58800
Loraines Academy & Spa,18342.0,4000,9241.0,34304.0,41100
Luther Rice College & Seminary,47003.0,PS,24933.0,68238.0,PS
State College of Florida-Manatee-Sarasota,40318.0,5900,22359.0,58900.0,65500
Manatee Technical College,38129.0,4600,21785.0,57490.0,56200
Traviss Technical College,39813.0,4700,22593.0,56020.0,59000
Trinity International University-Florida,46989.0,8800,29118.0,68518.0,76100
Miami Lakes Educational Center and Technical College,35014.0,8300,16880.0,56469.0,58000
Miami Dade College,40654.0,7900,20876.0,62653.0,65800
University of Miami,75328.0,12300,49163.0,115933.0,112900
Orange Technical College-South Campus,33350.0,4700,16588.0,51223.0,51200
Paul Mitchell the School-Jacksonville,34949.0,PS,15883.0,56410.0,PS
North Florida College,33929.0,6700,18775.0,52202.0,48000
University of North Florida,56343.0,11700,37373.0,79957.0,82600
Nova Southeastern University,59209.0,13300,34270.0,92510.0,112300
Northwest Florida State College,39664.0,6400,21051.0,57646.0,62300
Orange Technical College,36650.0,7600,16680.0,52538.0,58700
Palm Beach Atlantic University,49232.0,7400,29283.0,76114.0,81300
Palm Beach State College,41923.0,7100,23109.0,62462.0,65000
Pasco-Hernando State College,39903.0,5300,21632.0,59483.0,62400
Pensacola State College,36739.0,6000,19318.0,56096.0,59600
Pinellas Technical College-Clearwater,34627.0,4900,15159.0,51446.0,53100
Polk State College,40624.0,7500,23502.0,60243.0,63100
Radford M Locklin Technical College,35997.0,PS,19229.0,53554.0,PS
Ridge Technical College,33484.0,PS,15537.0,51891.0,PS
Ringling College of Art and Design,43325.0,6900,21453.0,79118.0,92400
Robert Morgan Educational Center and Technical College,37543.0,5900,17342.0,61088.0,53900
Rollins College,58295.0,11200,32866.0,89810.0,91400
First Coast Technical College,33784.0,2400,16905.0,51463.0,45300
Saint Leo University,48364.0,11900,28410.0,70530.0,89400
St Petersburg College,42557.0,6400,23808.0,63709.0,66200
Pinellas Technical College-St. Petersburg,36188.0,5500,17393.0,52280.0,55000
Santa Fe College,41631.0,8300,23742.0,62377.0,70700
Suncoast Technical College,40621.0,PS,20339.0,60021.0,PS
Seminole State College of Florida,41733.0,7200,23051.0,62446.0,68000
Sheridan Technical College,33166.0,7800,15634.0,52798.0,60700
Saint Johns River State College,41728.0,7100,23951.0,60854.0,64300
South Florida State College,39990.0,4900,24070.0,57852.0,57600
University of South Florida,57743.0,12200,38636.0,84504.0,81300
St. Thomas University,54272.0,9200,32619.0,82134.0,90000
Stetson University,51642.0,12300,32864.0,76909.0,88300
Southeastern University,46744.0,6000,28202.0,63763.0,62600
Bene's Career Academy,19359.0,3000,7521.0,37408.0,42500
Riveroak Technical College,31778.0,PS,16577.0,46558.0,PS
Tallahassee State College,37561.0,7200,20148.0,56002.0,63300
The University of Tampa,59436.0,11900,38879.0,87838.0,88400
Big Bend Technical College,27609.0,PS,13588.0,47328.0,PS
Tom P. Haney Technical College,28254.0,3000,12934.0,44903.0,45100
Trinity Baptist College,37275.0,5500,25053.0,56949.0,56000
Trinity College of Florida,32465.0,PS,14547.0,52613.0,PS
Valencia College,40594.0,7700,22495.0,60732.0,66000
Warner University,46086.0,15100,26799.0,60997.0,83600
Florida Panhandle Technical College,32320.0,3200,15562.0,48568.0,44000
Webber International University,45606.0,10600,26734.0,70198.0,69700
Rasmussen University-Florida,39080.0,8300,21835.0,57587.0,58200
University of West Florida,49137.0,9500,32366.0,73762.0,74300
Orange Technical College-West Campus,25145.0,PS,12662.0,41361.0,PS
William T McFatter Technical College,41656.0,4000,24734.0,62109.0,64600
Orange Technical College-East Campus,31858.0,2200,15821.0,49393.0,41200
Withlacoochee Technical College,34279.0,4600,16233.0,53369.0,51100
Abraham Baldwin Agricultural College,34996.0,8900,19421.0,53296.0,64500
Agnes Scott College,56274.0,8200,33082.0,77511.0,79600
Interactive College of Technology-Chamblee,27065.0,5200,13374.0,45748.0,50800
Interactive College of Technology-Morrow,27065.0,5200,13374.0,45748.0,50800
Albany Technical College,30541.0,5200,16430.0,47525.0,51400
Albany State University,40674.0,10300,23741.0,59552.0,61200
Andrew College,38475.0,7400,21528.0,52818.0,50500
Georgia Career Institute,23686.0,2400,11315.0,39921.0,40200
Atlanta Technical College,30350.0,5500,14500.0,48443.0,50900
Point University,38740.0,8400,19421.0,59089.0,59500
Atlanta Metropolitan State College,33252.0,5400,16361.0,51378.0,54700
Atlanta School of Massage,25301.0,4100,10524.0,45655.0,61000
Clark Atlanta University,42712.0,6600,22235.0,62609.0,71600
Augusta Technical College,33523.0,5900,18463.0,51114.0,53000
Berry College,53800.0,10600,36699.0,74990.0,82500
Brenau University,54003.0,14600,34083.0,79256.0,77600
Brewton-Parker College,42009.0,8900,25920.0,56205.0,63000
College of Coastal Georgia,39318.0,5600,19732.0,59937.0,60000
West Georgia Technical College,35479.0,6200,18056.0,53505.0,57500
Clayton  State University,49179.0,10400,27996.0,74456.0,73500
Columbus Technical College,34238.0,6600,18245.0,49911.0,54300
Columbus State University,44544.0,9900,27521.0,62748.0,69100
Georgia Northwestern Technical College,35759.0,5600,19147.0,52724.0,51800
Covenant College,50412.0,7100,33938.0,73784.0,83600
Dalton State College,40251.0,6600,24619.0,56194.0,57700
Pro Way Hair School,21586.0,PS,11054.0,39836.0,PS
South University-Savannah,34421.0,7100,17463.0,53014.0,67200
East Georgia State College,37174.0,9400,21086.0,56384.0,58800
Emmanuel University,38208.0,7000,18566.0,57243.0,60000
Emory University,80137.0,18300,57523.0,120080.0,135900
Georgia Highlands College,43184.0,7300,25592.0,65191.0,68500
Fort Valley State University,36666.0,7900,19149.0,53170.0,58300
Grady Health System Professional Schools,60726.0,PS,34696.0,85501.0,PS
Georgia Institute of Technology-Main Campus,102772.0,23700,73294.0,136204.0,130000
Georgia Southwestern State University,48757.0,9100,32438.0,69561.0,69000
Georgia College & State University,58140.0,11300,39235.0,82395.0,70600
Georgia Southern University,53236.0,12000,32941.0,79064.0,75900
Georgia State University,47384.0,10200,24994.0,72355.0,81800
University of Georgia,68726.0,14200,45171.0,102181.0,96200
Gordon State College,37871.0,7100,20411.0,55521.0,60800
Southern Crescent Technical College,36104.0,6300,18492.0,52236.0,53300
Gupton Jones College of Funeral Service,42636.0,9000,26878.0,61852.0,60200
Gwinnett College-Lilburn,31422.0,5300,14566.0,44935.0,46700
Gwinnett Technical College,45025.0,6600,24949.0,66239.0,69800
LaGrange College,51745.0,14800,32714.0,72273.0,70500
Lanier Technical College,37623.0,3600,20654.0,56857.0,54600
Life University,47397.0,7100,25502.0,73921.0,90300
Chattahoochee Technical College,37138.0,5200,18614.0,56819.0,58800
Herzing University-Atlanta,36909.0,12300,19077.0,56514.0,77200
Mercer University,58354.0,13400,36398.0,85903.0,114200
Morehouse College,52889.0,7000,29053.0,82328.0,96300
North Georgia Technical College,32932.0,3900,16709.0,49841.0,43700
Oglethorpe University,55232.0,7600,33088.0,87292.0,91000
Paine College,33338.0,6400,18210.0,49443.0,56000
Piedmont University,49130.0,8100,33695.0,70024.0,67100
Miami Ad School-Atlanta,106192.0,9800,48682.0,158386.0,167100
Reinhardt University,46541.0,10300,29886.0,67335.0,65500
Savannah Technical College,33018.0,6100,17510.0,49609.0,54500
Savannah College of Art and Design,45954.0,8100,22720.0,74382.0,78400
Savannah State University,37981.0,8400,20193.0,56131.0,64700
Shorter University,44604.0,12100,27477.0,64265.0,85400
South Georgia Technical College,30364.0,5100,15356.0,46878.0,53500
Spelman College,59993.0,12100,40168.0,86219.0,87400
Thomas University,49716.0,6200,31997.0,74817.0,69400
Toccoa Falls College,36630.0,6200,21730.0,53553.0,52700
Truett McConnell University,46700.0,8200,30962.0,63630.0,64600
Wiregrass Georgia Technical College,30864.0,5800,16411.0,46280.0,46600
Valdosta State University,49361.0,11300,31232.0,69186.0,68600
Wesleyan College,44317.0,7200,25212.0,60741.0,67300
University of West Georgia,49587.0,10000,31963.0,69802.0,69000
Young Harris College,47195.0,8500,28097.0,66894.0,64000
Chaminade University of Honolulu,52343.0,10500,32180.0,73655.0,77200
University of Hawaii at Hilo,47856.0,7300,26276.0,68319.0,69000
University of Hawaii at Manoa,57624.0,12200,34835.0,84162.0,89000
Hawaii Institute of Hair Design,25235.0,PS,8730.0,38129.0,PS
Hawaii Pacific University,59593.0,9700,35751.0,90587.0,97500
Honolulu Community College,45105.0,4700,25858.0,69754.0,69200
Kapiolani Community College,44599.0,5600,23269.0,68007.0,81000
Kauai Community College,36868.0,9500,17418.0,58279.0,76200
Leeward Community College,39899.0,6300,21460.0,58317.0,70900
University of Hawaii Maui College,34453.0,5200,15875.0,56675.0,61000
University of Hawaii-West Oahu,52075.0,10400,32168.0,71489.0,72000
Windward Community College,38439.0,6500,20583.0,59869.0,66500
Carrington College-Boise,43731.0,2900,24610.0,71829.0,52600
Boise Bible College,33140.0,PS,15380.0,52277.0,PS
Boise State University,51658.0,7800,32650.0,76483.0,75100
College of Eastern Idaho,42057.0,6200,26439.0,65592.0,54200
Idaho State University,45608.0,6800,26351.0,70935.0,82600
University of Idaho,54670.0,11100,34494.0,80860.0,83100
The College of Idaho,48473.0,10800,28152.0,71310.0,79600
Lewis-Clark State College,46001.0,6700,27168.0,66552.0,65200
Aveda Institute-Twin Falls,26171.0,PS,12499.0,38719.0,PS
North Idaho College,40081.0,5000,21825.0,60627.0,62500
Northwest Nazarene University,51719.0,8700,32147.0,76869.0,72900
Nathan Layne Institute of Cosmetology,22209.0,PS,10136.0,37590.0,PS
